2025-12-14 02:49:56,092 INFO    MainThread:60120 [wandb_setup.py:_flush():80] Current SDK version is 0.23.1
2025-12-14 02:49:56,093 INFO    MainThread:60120 [wandb_setup.py:_flush():80] Configure stats pid to 60120
2025-12-14 02:49:56,093 INFO    MainThread:60120 [wandb_setup.py:_flush():80] Loading settings from C:\Users\yukis\.config\wandb\settings
2025-12-14 02:49:56,093 INFO    MainThread:60120 [wandb_setup.py:_flush():80] Loading settings from C:\Users\yukis\Documents\penguin-paper\mochi\wandb\settings
2025-12-14 02:49:56,093 INFO    MainThread:60120 [wandb_setup.py:_flush():80] Loading settings from environment variables
2025-12-14 02:49:56,093 INFO    MainThread:60120 [wandb_init.py:setup_run_log_directory():714] Logging user logs to C:\Users\yukis\Documents\penguin-paper\mochi\wandb\run-20251214_024956-s9d7321u\logs\debug.log
2025-12-14 02:49:56,098 INFO    MainThread:60120 [wandb_init.py:setup_run_log_directory():715] Logging internal logs to C:\Users\yukis\Documents\penguin-paper\mochi\wandb\run-20251214_024956-s9d7321u\logs\debug-internal.log
2025-12-14 02:49:56,098 INFO    MainThread:60120 [wandb_init.py:init():841] calling init triggers
2025-12-14 02:49:56,098 INFO    MainThread:60120 [wandb_init.py:init():846] wandb.init called with sweep_config: {}
config: {'simulation_num': 1, 'set_index': 6, 'interviewer_model_type': 'api', 'interviewer_model_name': 'gpt-4o-mini', 'applicant_model_name': 'gpt-4o-mini', 'max_rounds': 8, 'api_provider': None, 'experiment_id': 'set6_api_gpt_4o_mini_r10_2307f85c', '_wandb': {}}
2025-12-14 02:49:56,098 INFO    MainThread:60120 [wandb_init.py:init():889] starting backend
2025-12-14 02:49:58,373 INFO    MainThread:60120 [wandb_init.py:init():892] sending inform_init request
2025-12-14 02:49:58,382 INFO    MainThread:60120 [wandb_init.py:init():900] backend started and connected
2025-12-14 02:49:58,382 INFO    MainThread:60120 [wandb_init.py:init():970] updated telemetry
2025-12-14 02:49:58,584 INFO    MainThread:60120 [wandb_init.py:init():994] communicating run to backend with 90.0 second timeout
2025-12-14 02:49:59,176 INFO    MainThread:60120 [wandb_init.py:init():1041] starting run threads in backend
2025-12-14 02:49:59,268 INFO    MainThread:60120 [wandb_run.py:_console_start():2521] atexit reg
2025-12-14 02:49:59,268 INFO    MainThread:60120 [wandb_run.py:_redirect():2369] redirect: wrap_raw
2025-12-14 02:49:59,268 INFO    MainThread:60120 [wandb_run.py:_redirect():2438] Wrapping output streams.
2025-12-14 02:49:59,268 INFO    MainThread:60120 [wandb_run.py:_redirect():2461] Redirects installed.
2025-12-14 02:49:59,270 INFO    MainThread:60120 [wandb_init.py:init():1081] run started, returning control to user process
2025-12-14 02:52:12,708 INFO    MainThread:60120 [wandb_run.py:_finish():2287] finishing run yukis-34-student/mochi-interview/s9d7321u
2025-12-14 02:52:12,709 INFO    MainThread:60120 [wandb_run.py:_atexit_cleanup():2486] got exitcode: 0
2025-12-14 02:52:12,709 INFO    MainThread:60120 [wandb_run.py:_restore():2468] restore
2025-12-14 02:52:12,709 INFO    MainThread:60120 [wandb_run.py:_restore():2474] restore done
2025-12-14 02:52:13,607 INFO    MainThread:60120 [wandb_run.py:_footer_sync_info():3862] logging synced files
